menu,price,title
(L)아이스 카페라떼,5500,파스쿠찌 수원망포점
(L)바닐라 라떼 마끼아또,6300,파스쿠찌 수원망포점
(L)아이스 바닐라 라떼 마끼아또,6300,파스쿠찌 수원망포점
추천피자브런치(고르곤졸라피자+리코타치즈샐러드),19900,가비앙
크러플,5000,가비앙
추천그릭 베리 크러플,9900,가비앙
그릭 초코바나나 크러플,9900,가비앙
샌드위치 + 아메리카노 한잔,6500,가비앙
아메리카노,3500,가비앙
망고 요거트 스무디,6500,가비앙
백향과(패션후르츠) 에이드,6000,가비앙
카페라떼,4500,가비앙
꽃차,4500,가비앙
백향과차,5000,가비앙
아메리카노,3500,리틀비틀 영통점
카페라떼,4000,리틀비틀 영통점
레몬에이드,6000,리틀비틀 영통점
청포도스무디,6500,리틀비틀 영통점
입장권(음료포함),8500,리프패럿 영통점
에스프레소,3500,커스텀커피 망포점
아메리카노,3500,커스텀커피 망포점
카페라떼,4500,커스텀커피 망포점
바닐라라떼,5000,커스텀커피 망포점
청포도에이드,5000,커스텀커피 망포점
아메리카노 (HOT),3500,카페굿데이
카페라떼 (HOT),4000,카페굿데이
더치커피,4500,카페굿데이
캐모마일,4000,카페굿데이
히브스커스레몬,5500,카페굿데이
아메리카노,3000,니어바이커피
카페라떼,4000,니어바이커피
에스프레소 스무디,5500,니어바이커피
콜드브루,4500,니어바이커피
초코라떼,4000,니어바이커피
컵볶이,2000,해피치만화카페
라볶이,4000,해피치만화카페
소떡,1000,해피치만화카페
학바,1800,해피치만화카페
컵탕수육,3500,해피치만화카페
아메리카노,4500,카페수복
카페라떼,5000,카페수복
바닐라라떼,5500,카페수복
딸기우유,6000,카페수복
아포가토,6000,카페수복
아메리카노(H),3500,카페해닐
카페라떼(H),4000,카페해닐
카라멜라떼(H),4500,카페해닐
말차라떼(H),6000,카페해닐
블랙티(H),5000,카페해닐
추천카페음료,4000,말쨔이트
에스프레소,3500,파란달이뜨는날에
아메리카노,3500,파란달이뜨는날에
카푸치노,4500,파란달이뜨는날에
카페라떼,4500,파란달이뜨는날에
플랫화이트,4500,파란달이뜨는날에
망고 스무디(L),5500,공차 수원태장점
망고 요구르트(L),5000,공차 수원태장점
망고 주스(L),4600,공차 수원태장점
블랙 밀크티(L),4200,공차 수원태장점
블랙티(L),3700,공차 수원태장점
아메리카노(L),3700,공차 수원태장점
얼그레이 밀크티(L),4200,공차 수원태장점
얼그레이티(L),3700,공차 수원태장점
우롱 밀크티(L),4200,공차 수원태장점
우롱티(L),3700,공차 수원태장점
자스민 그린티(L),3700,공차 수원태장점
제주 그린티 스무디(L),5500,공차 수원태장점
청포도 스무디(L),5100,공차 수원태장점
초콜렛 쿠키 & 크림 스무디(L),5100,공차 수원태장점
초콜렛 밀크티(L),4200,공차 수원태장점
카페라떼(L),4200,공차 수원태장점
타로 밀크티(L),4200,공차 수원태장점
추천레몬젯그릭,6300,요거트홈 망포점
아메리카노,3000,두리두리
카페라떼,4000,두리두리
대추차,5500,두리두리
마카롱,2300,두리두리
머랭쿠키,2000,두리두리
아메리카노(Hot),2500,카페메트로
카페라떼(Hot),3500,카페메트로
체리콕,3000,카페메트로
메론 빙수,13900,카페메트로
마노에스프레소,3000,카페마노 수원점
자몽주스,5500,카페마노 수원점
아포가토,5500,카페마노 수원점
카페라떼 (HOT),4400,카페마노 수원점
카페라떼 (ICE),4900,카페마노 수원점
바닐라라떼 (HOT),4500,카페마노 수원점
바닐라라떼 (ICE),5000,카페마노 수원점
마노더치라떼,5000,카페마노 수원점
레몬허니티,5000,카페마노 수원점
크림치즈프레즐,2900,카페마노 수원점
녹차라떼,4500,카페마노 수원점
민트초코라떼,4500,카페마노 수원점
민트모카 (HOT),4500,카페마노 수원점
민트모카 (ICE),5000,카페마노 수원점
블루베리스무디,5500,카페마노 수원점
유자차,4500,카페마노 수원점
레몬에이드,4900,카페마노 수원점
체리에이드,4900,카페마노 수원점
망고요거트주스,5500,카페마노 수원점
복숭아이스티,4500,카페마노 수원점
아메리카노,3500,달오름
추천진한아이스카페라떼,2800,카페일분 수원망포점
스페셜 클럽 샌드위치,5500,스토리쿡
와사비 크랩 샌드위치,5000,스토리쿡
데리야끼 샌드위치,5000,스토리쿡
불고기 핫도그,5500,스토리쿡
인절미 토스트,4500,스토리쿡
에스프레소,3500,카페지인 망포점
아메리카노,4000,카페지인 망포점
카페라떼,4500,카페지인 망포점
아몬드라떼,5500,카페지인 망포점
바닐라라떼,5000,카페지인 망포점
카푸치노,3700,커피베이 영통아이파크캐슬점
바닐라라떼,4000,커피베이 영통아이파크캐슬점
헤이즐넛라떼,4000,커피베이 영통아이파크캐슬점
카페모카,4000,커피베이 영통아이파크캐슬점
카라멜 마끼야또,4000,커피베이 영통아이파크캐슬점
초콜릿 밀크,3700,커피베이 영통아이파크캐슬점
밀크티,3700,커피베이 영통아이파크캐슬점
그린티 라떼,3700,커피베이 영통아이파크캐슬점
고구마 라떼,3700,커피베이 영통아이파크캐슬점
레드벨벳 라떼,3700,커피베이 영통아이파크캐슬점
다크쇼콜라,4200,커피베이 영통아이파크캐슬점
버블티,4400,커피베이 영통아이파크캐슬점
아이스트,3300,커피베이 영통아이파크캐슬점
"에이드 (레몬, 라임, 자몽)",3900,커피베이 영통아이파크캐슬점
"주스 (토마토, 키위, 딸기)",3700,커피베이 영통아이파크캐슬점
"착즙주스 (오렌지, 포도)",3200,커피베이 영통아이파크캐슬점
"클렌즈 주스 (옐로우, 레드, 루트, 그린)",4500,커피베이 영통아이파크캐슬점
에스프레소 프라노베,3700,커피베이 영통아이파크캐슬점
"프라노베 (모카, 카라멜, 그린티, 넛츠)",4000,커피베이 영통아이파크캐슬점
"프라노베 (초코, 자바칩, 쿠키앤크림, 다크쇼콜라, 요거, 딸기요거, 블루베리요거)",4300,커피베이 영통아이파크캐슬점
"스무벨라 (딸기, 키위, 망고, 베리베리)",4500,커피베이 영통아이파크캐슬점
"티 (얼그레이, 머스캣, 아쌈오렌지, 캐모마일, 페퍼민트, 유러피안후르츠, 루이보스 슈가플럼, 녹차, 시나몬진저)",3000,커피베이 영통아이파크캐슬점
"티 (유자차, 자몽티, 라임티, 레몬티)",3500,커피베이 영통아이파크캐슬점
맑은 유자,3700,커피베이 영통아이파크캐슬점
배도라지,3700,커피베이 영통아이파크캐슬점
토피 넛 라떼,6100,스타벅스 수원트레이더스점
아이스 토피 넛 라떼,6100,스타벅스 수원트레이더스점
햇사과 주스 591ML,8900,스타벅스 수원트레이더스점
민트 콜드 브루,8000,스타벅스 수원트레이더스점
클래식 민트 모카,8000,스타벅스 수원트레이더스점
오트 크림 스카치 콜드 브루,6000,스타벅스 수원트레이더스점
오늘의 커피,4200,스타벅스 수원트레이더스점
카푸치노,5000,스타벅스 수원트레이더스점
카페 라떼,5000,스타벅스 수원트레이더스점
카페 모카,5500,스타벅스 수원트레이더스점
카페 아메리카노,4500,스타벅스 수원트레이더스점
카라멜 마키아또,5900,스타벅스 수원트레이더스점
화이트 초콜릿 모카,5900,스타벅스 수원트레이더스점
스타벅스 돌체 라떼,5900,스타벅스 수원트레이더스점
자바 칩 프라푸치노,6300,스타벅스 수원트레이더스점
망고 바나나 블렌디드,6300,스타벅스 수원트레이더스점
아이스 자몽 허니 블랙 티,5700,스타벅스 수원트레이더스점
자몽 허니 블랙 티,5700,스타벅스 수원트레이더스점
콜드 브루,4900,스타벅스 수원트레이더스점
디카페인 카페 아메리카노,4800,스타벅스 수원트레이더스점
디카페인 카페 라떼,5300,스타벅스 수원트레이더스점
제주 유기농 말차로 만든 라떼,6100,스타벅스 수원트레이더스점
돌체 콜드 브루,6000,스타벅스 수원트레이더스점
더치커피,5500,커피파이브
더치라떼,6000,커피파이브
아메리카노,4500,구스타브 신동점
카페라떼,5000,구스타브 신동점
녹차라떼,6000,구스타브 신동점
자몽티,6000,구스타브 신동점
아인슈페너,5500,구스타브 신동점
아메리카노(HOT),4000,프로마쥬블랑
아메리카노(ICE),4500,프로마쥬블랑
카페라떼(HOT),4500,프로마쥬블랑
카페라떼(ICE),5000,프로마쥬블랑
바닐라빈라떼(HOT),5000,프로마쥬블랑
바닐라빈라떼(ICE),5500,프로마쥬블랑
모카라떼(HOT),5000,프로마쥬블랑
모카라떼(ICE),5500,프로마쥬블랑
녹차라떼(HOT),4500,프로마쥬블랑
녹차라떼(ICE),5000,프로마쥬블랑
초코라떼(HOT),5500,프로마쥬블랑
초코라떼(ICE),5500,프로마쥬블랑
비엔나커피(HOT),5500,프로마쥬블랑
비엔나커피(ICE),5500,프로마쥬블랑
콜드브루,5000,프로마쥬블랑
콜드브루(디카페인),5500,프로마쥬블랑
크림콜드브루,5500,프로마쥬블랑
크림라떼,5500,프로마쥬블랑
밀크티(HOT),6000,프로마쥬블랑
밀크티(ICE),6000,프로마쥬블랑
레몬오미자(HOT),4500,프로마쥬블랑
레몬오미자(ICE),4500,프로마쥬블랑
카모마일(HOT),5500,프로마쥬블랑
카모마일(ICE),5500,프로마쥬블랑
프렌치 얼그레이(HOT),5500,프로마쥬블랑
프렌치 얼그레이(ICE),5500,프로마쥬블랑
자몽스쿼시,5500,프로마쥬블랑
레몬스쿼시,5500,프로마쥬블랑
레몬오미자에이드,5000,프로마쥬블랑
딸기 생크림 케이크,6000,프로마쥬블랑
초코 딸기 생크림 케이크,6500,프로마쥬블랑
바스크 치즈 케이크,5500,프로마쥬블랑
단호박 바스크 치즈 케이크,6000,프로마쥬블랑
프레지에,7700,프로마쥬블랑
몽블랑 티라미수,7500,프로마쥬블랑
인절미 티라미수,7500,프로마쥬블랑
오리지널 티라미수,7500,프로마쥬블랑
에그타르트 (1개),3000,프로마쥬블랑
미니파이,4500,프로마쥬블랑
멜트크림라떼,6000,멜트어웨이
